game_id,date,season,team_id_home,team_abbreviation_home,team_id_away,team_abbreviation_away,wl_home,home_avg_pts,home_avg_reb,home_avg_ast,home_avg_stl,home_avg_blk,home_avg_fg_pct,home_avg_fg3_pct,home_avg_ft_pct,away_avg_pts,away_avg_reb,away_avg_ast,away_avg_stl,away_avg_blk,away_avg_fg_pct,away_avg_fg3_pct,away_avg_ft_pct
0021500001,2015-10-27 00:00:00,22015,1610612737,ATL,1610612765,DET,L,,,,,,,,,,,,,,,,
0021500002,2015-10-27 00:00:00,22015,1610612741,CHI,1610612739,CLE,W,,,,,,,,,,,,,,,,
0021500003,2015-10-27 00:00:00,22015,1610612744,GSW,1610612740,NOP,W,,,,,,,,,,,,,,,,
0021500005,2015-10-28 00:00:00,22015,1610612738,BOS,1610612755,PHI,W,,,,,,,,,,,,,,,,
0021500010,2015-10-28 00:00:00,22015,1610612745,HOU,1610612743,DEN,L,,,,,,,,,,,,,,,,
0021500017,2015-10-28 00:00:00,22015,1610612747,LAL,1610612750,MIN,L,,,,,,,,,,,,,,,,
0021500008,2015-10-28 00:00:00,22015,1610612748,MIA,1610612766,CHA,W,,,,,,,,,,,,,,,,
0021500012,2015-10-28 00:00:00,22015,1610612749,MIL,1610612752,NYK,L,,,,,,,,,,,,,,,,
0021500006,2015-10-28 00:00:00,22015,1610612751,BKN,1610612741,CHI,L,,,,,,,,,97.0,47.0,13.0,6.0,10.0,0.425,0.368,0.696
0021500004,2015-10-28 00:00:00,22015,1610612753,ORL,1610612764,WAS,L,,,,,,,,,,,,,,,,
0021500014,2015-10-28 00:00:00,22015,1610612756,PHX,1610612742,DAL,L,,,,,,,,,,,,,,,,
0021500015,2015-10-28 00:00:00,22015,1610612757,POR,1610612740,NOP,W,,,,,,,,,95.0,33.0,21.0,9.0,3.0,0.422,0.333,0.704
0021500016,2015-10-28 00:00:00,22015,1610612758,SAC,1610612746,LAC,L,,,,,,,,,,,,,,,,
0021500013,2015-10-28 00:00:00,22015,1610612760,OKC,1610612759,SAS,W,,,,,,,,,,,,,,,,
0021500009,2015-10-28 00:00:00,22015,1610612761,TOR,1610612754,IND,W,,,,,,,,,,,,,,,,
0021500011,2015-10-28 00:00:00,22015,1610612763,MEM,1610612739,CLE,L,,,,,,,,,95.0,50.0,26.0,5.0,7.0,0.404,0.31,0.588
0021500007,2015-10-28 00:00:00,22015,1610612765,DET,1610612762,UTA,W,106.0,59.0,23.0,5.0,3.0,0.385,0.414,0.769,,,,,,,,
0021500020,2015-10-29 00:00:00,22015,1610612746,LAC,1610612742,DAL,W,111.0,42.0,20.0,8.0,9.0,0.525,0.316,0.677,111.0,48.0,24.0,7.0,3.0,0.471,0.476,0.677
0021500019,2015-10-29 00:00:00,22015,1610612752,NYK,1610612737,ATL,L,122.0,49.0,24.0,11.0,7.0,0.452,0.391,0.829,94.0,40.0,22.0,9.0,4.0,0.451,0.296,0.8
0021500018,2015-10-29 00:00:00,22015,1610612754,IND,1610612763,MEM,L,99.0,40.0,23.0,14.0,3.0,0.372,0.391,0.839,76.0,40.0,15.0,8.0,3.0,0.354,0.125,0.727
0021500026,2015-10-30 00:00:00,22015,1610612737,ATL,1610612766,CHA,W,103.0,39.5,24.0,10.0,4.0,0.47850000000000004,0.3565,0.746,94.0,43.0,16.0,4.0,1.0,0.393,0.25,0.759
0021500024,2015-10-30 00:00:00,22015,1610612738,BOS,1610612761,TOR,L,112.0,41.0,31.0,10.0,7.0,0.459,0.333,0.963,106.0,50.0,19.0,8.0,2.0,0.45,0.389,0.692
0021500021,2015-10-30 00:00:00,22015,1610612739,CLE,1610612748,MIA,W,100.5,52.0,27.5,6.0,4.5,0.446,0.379,0.6174999999999999,104.0,41.0,23.0,5.0,7.0,0.493,0.6,0.952
0021500029,2015-10-30 00:00:00,22015,1610612743,DEN,1610612750,MIN,L,105.0,49.0,26.0,9.0,10.0,0.506,0.481,0.667,112.0,39.0,24.0,3.0,4.0,0.458,0.25,0.838
0021500030,2015-10-30 00:00:00,22015,1610612745,HOU,1610612744,GSW,L,85.0,44.0,17.0,13.0,8.0,0.345,0.229,0.654,111.0,56.0,29.0,8.0,7.0,0.427,0.3,0.909
0021500027,2015-10-30 00:00:00,22015,1610612749,MIL,1610612764,WAS,L,97.0,47.0,17.0,7.0,4.0,0.349,0.5,0.903,88.0,49.0,17.0,8.0,9.0,0.393,0.25,0.6
0021500022,2015-10-30 00:00:00,22015,1610612753,ORL,1610612760,OKC,L,87.0,56.0,20.0,9.0,6.0,0.37,0.192,0.667,112.0,45.0,21.0,7.0,4.0,0.488,0.368,0.955
0021500023,2015-10-30 00:00:00,22015,1610612755,PHI,1610612762,UTA,L,95.0,46.0,12.0,11.0,6.0,0.41,0.318,0.87,87.0,38.0,15.0,4.0,5.0,0.467,0.167,0.714
0021500032,2015-10-30 00:00:00,22015,1610612756,PHX,1610612757,POR,W,95.0,53.0,15.0,3.0,3.0,0.391,0.25,0.636,112.0,51.0,22.0,7.0,4.0,0.5,0.375,0.857
0021500031,2015-10-30 00:00:00,22015,1610612758,SAC,1610612747,LAL,W,104.0,49.0,24.0,8.0,3.0,0.436,0.458,0.611,111.0,48.0,18.0,2.0,4.0,0.389,0.265,0.914
0021500028,2015-10-30 00:00:00,22015,1610612759,SAS,1610612751,BKN,W,106.0,36.0,22.0,11.0,9.0,0.484,0.333,0.846,100.0,45.0,19.0,11.0,5.0,0.419,0.0,0.786
0021500025,2015-10-30 00:00:00,22015,1610612765,DET,1610612741,CHI,W,99.0,51.0,19.5,3.5,3.5,0.395,0.391,0.752,106.0,43.0,16.5,7.5,6.5,0.48150000000000004,0.434,0.7729999999999999
0021500035,2015-10-31 00:00:00,22015,1610612740,NOP,1610612744,GSW,L,94.5,36.0,20.0,8.0,2.5,0.40900000000000003,0.333,0.6575,111.5,51.5,27.5,8.5,5.5,0.4445,0.32299999999999995,0.7945
0021500038,2015-10-31 00:00:00,22015,1610612746,LAC,1610612758,SAC,W,107.5,47.5,20.5,7.0,8.5,0.481,0.28700000000000003,0.6415,118.0,52.5,25.0,7.0,5.0,0.47550000000000003,0.36550000000000005,0.6719999999999999
0021500033,2015-10-31 00:00:00,22015,1610612754,IND,1610612762,UTA,L,101.0,39.0,23.0,10.5,3.5,0.423,0.3955,0.7735,93.0,44.5,17.0,7.0,7.0,0.438,0.35250000000000004,0.757
0021500037,2015-10-31 00:00:00,22015,1610612757,POR,1610612756,PHX,L,102.0,46.5,19.5,8.0,4.5,0.4475,0.375,0.823,102.5,54.0,16.0,8.0,5.0,0.4185,0.236,0.6990000000000001
0021500036,2015-10-31 00:00:00,22015,1610612763,MEM,1610612751,BKN,W,94.0,41.0,20.5,10.0,4.0,0.427,0.2815,0.76,87.5,38.5,18.0,8.5,5.5,0.41100000000000003,0.1565,0.6595
0021500034,2015-10-31 00:00:00,22015,1610612764,WAS,1610612752,NYK,L,103.0,43.0,21.0,7.5,7.0,0.454,0.4105,0.709,111.5,48.5,22.5,10.5,5.5,0.4305,0.299,0.867
0021500040,2015-11-01 00:00:00,22015,1610612738,BOS,1610612759,SAS,L,107.5,39.5,27.0,12.0,5.0,0.4175,0.30100000000000005,0.8714999999999999,104.0,46.0,22.5,9.0,6.5,0.47450000000000003,0.371,0.923
0021500043,2015-11-01 00:00:00,22015,1610612741,CHI,1610612753,ORL,W,102.0,45.333333333333336,17.0,7.666666666666667,7.0,0.456,0.3953333333333333,0.7589999999999999,111.5,52.5,22.5,9.5,8.0,0.4065,0.278,0.728
0021500045,2015-11-01 00:00:00,22015,1610612747,LAL,1610612742,DAL,L,112.5,42.5,19.0,4.5,6.5,0.42500000000000004,0.2945,0.8460000000000001,99.5,51.5,23.0,5.5,2.5,0.416,0.33799999999999997,0.7385
0021500041,2015-11-01 00:00:00,22015,1610612748,MIA,1610612745,HOU,W,98.0,39.5,22.0,5.0,7.0,0.46099999999999997,0.44299999999999995,0.9305,88.5,46.5,18.0,8.0,8.5,0.3555,0.223,0.702
0021500044,2015-11-01 00:00:00,22015,1610612760,OKC,1610612743,DEN,W,125.5,53.5,20.0,7.5,6.5,0.47150000000000003,0.33199999999999996,0.8855,91.5,50.0,20.5,8.0,7.0,0.40549999999999997,0.3405,0.7085
0021500042,2015-11-01 00:00:00,22015,1610612761,TOR,1610612749,MIL,W,109.5,51.5,21.0,9.5,2.5,0.4445,0.406,0.7745,105.0,39.5,25.0,8.0,3.0,0.4305,0.396,0.8445
0021500039,2015-11-01 00:00:00,22015,1610612766,CHA,1610612737,ATL,L,94.0,48.5,19.5,5.5,3.5,0.401,0.325,0.764,101.0,41.333333333333336,23.666666666666668,9.666666666666666,4.0,0.46366666666666667,0.35366666666666663,0.755
0021500051,2015-11-02 00:00:00,22015,1610612744,GSW,1610612763,MEM,W,119.0,47.0,27.0,9.0,5.0,0.47900000000000004,0.40433333333333327,0.7676666666666666,96.33333333333333,41.333333333333336,22.333333333333332,8.666666666666666,3.3333333333333335,0.4263333333333333,0.318,0.7923333333333332
0021500049,2015-11-02 00:00:00,22015,1610612745,HOU,1610612760,OKC,W,88.66666666666667,42.333333333333336,18.666666666666668,8.333333333333334,6.666666666666667,0.37200000000000005,0.24133333333333332,0.7456666666666667,122.66666666666667,52.333333333333336,24.0,8.0,7.666666666666667,0.48866666666666675,0.39466666666666667,0.8496666666666667
0021500052,2015-11-02 00:00:00,22015,1610612746,LAC,1610612756,PHX,W,109.66666666666667,45.333333333333336,22.0,6.0,8.666666666666666,0.4916666666666667,0.26966666666666667,0.6596666666666666,102.0,52.0,16.0,9.0,5.333333333333333,0.41733333333333333,0.27199999999999996,0.7160000000000001
0021500050,2015-11-02 00:00:00,22015,1610612750,MIN,1610612757,POR,L,103.5,44.0,21.0,5.0,5.0,0.4405,0.216,0.8215,98.0,46.0,19.666666666666668,7.666666666666667,4.666666666666667,0.43766666666666665,0.33899999999999997,0.7389999999999999
0021500047,2015-11-02 00:00:00,22015,1610612751,BKN,1610612749,MIL,L,88.66666666666667,40.0,19.0,6.666666666666667,4.666666666666667,0.4343333333333333,0.18133333333333335,0.662,99.0,37.333333333333336,23.666666666666668,7.333333333333333,4.666666666666667,0.427,0.35166666666666674,0.8963333333333333
0021500048,2015-11-02 00:00:00,22015,1610612752,NYK,1610612759,SAS,L,113.33333333333333,45.666666666666664,22.0,9.666666666666666,5.333333333333333,0.446,0.35733333333333334,0.8489999999999999,101.0,47.666666666666664,22.333333333333332,9.333333333333334,6.333333333333333,0.461,0.33499999999999996,0.8553333333333333
0021500046,2015-11-02 00:00:00,22015,1610612755,PHI,1610612739,CLE,L,83.0,42.5,13.5,7.5,5.5,0.356,0.359,0.8,101.0,51.0,26.666666666666668,5.333333333333333,4.333333333333333,0.4483333333333333,0.33266666666666667,0.6973333333333332
0021500056,2015-11-03 00:00:00,22015,1610612740,NOP,1610612753,ORL,L,103.0,40.0,20.666666666666668,6.666666666666667,3.0,0.426,0.3433333333333333,0.7283333333333334,103.33333333333333,49.333333333333336,22.0,8.666666666666666,9.0,0.40066666666666667,0.2866666666666667,0.6813333333333333
0021500057,2015-11-03 00:00:00,22015,1610612742,DAL,1610612761,TOR,L,100.66666666666667,50.666666666666664,24.666666666666668,5.333333333333333,3.0,0.4306666666666667,0.3476666666666666,0.7423333333333334,108.33333333333333,49.666666666666664,21.333333333333332,10.333333333333334,2.6666666666666665,0.4483333333333333,0.41733333333333333,0.733
0021500059,2015-11-03 00:00:00,22015,1610612747,LAL,1610612743,DEN,L,106.0,42.333333333333336,18.666666666666668,5.666666666666667,7.333333333333333,0.405,0.29433333333333334,0.8140000000000001,92.0,45.0,20.333333333333332,8.0,5.666666666666667,0.39699999999999996,0.3423333333333334,0.718
0021500055,2015-11-03 00:00:00,22015,1610612748,MIA,1610612737,ATL,L,101.66666666666667,42.333333333333336,22.666666666666668,7.0,6.333333333333333,0.47,0.43166666666666664,0.8743333333333334,99.25,43.0,23.25,9.5,4.5,0.45275,0.3255,0.7985
0021500058,2015-11-03 00:00:00,22015,1610612758,SAC,1610612763,MEM,L,115.0,51.333333333333336,23.333333333333332,7.666666666666667,4.0,0.459,0.3546666666666667,0.6746666666666666,89.5,42.0,22.0,8.5,4.25,0.38749999999999996,0.271,0.76925
0021500054,2015-11-03 00:00:00,22015,1610612765,DET,1610612754,IND,L,98.66666666666667,54.333333333333336,19.0,5.333333333333333,3.0,0.38833333333333336,0.332,0.668,92.66666666666667,37.333333333333336,18.666666666666668,9.666666666666666,4.666666666666667,0.41533333333333333,0.342,0.7696666666666667
0021500053,2015-11-03 00:00:00,22015,1610612766,CHA,1610612741,CHI,W,93.33333333333333,47.333333333333336,22.0,6.0,6.666666666666667,0.3913333333333333,0.3426666666666667,0.8203333333333335,99.5,45.75,18.5,7.5,7.25,0.43675,0.359,0.7852499999999999
0021500062,2015-11-04 00:00:00,22015,1610612737,ATL,1610612751,BKN,W,99.0,44.6,23.6,9.6,3.8,0.4444,0.327,0.7934,90.5,38.75,19.5,5.75,4.5,0.43975,0.21500000000000002,0.701
0021500063,2015-11-04 00:00:00,22015,1610612739,CLE,1610612752,NYK,W,102.5,49.0,27.0,5.25,5.5,0.46599999999999997,0.3405,0.7104999999999999,106.0,46.5,20.75,9.25,4.75,0.4245,0.34500000000000003,0.8272499999999999
0021500069,2015-11-04 00:00:00,22015,1610612744,GSW,1610612746,LAC,W,119.0,51.5,28.25,8.75,7.0,0.48725,0.41324999999999995,0.759,107.75,45.5,21.5,5.5,7.75,0.48300000000000004,0.27925,0.7122499999999999
0021500064,2015-11-04 00:00:00,22015,1610612745,HOU,1610612753,ORL,W,94.0,40.25,19.5,10.75,6.75,0.39425000000000004,0.2585,0.7230000000000001,103.25,50.75,22.5,7.75,7.5,0.41725,0.31225,0.761
0021500065,2015-11-04 00:00:00,22015,1610612749,MIL,1610612755,PHI,W,100.0,37.0,23.75,7.0,5.25,0.4505,0.36150000000000004,0.8452500000000001,88.66666666666667,40.666666666666664,16.333333333333332,7.333333333333333,5.333333333333333,0.38633333333333336,0.33666666666666667,0.7796666666666666
0021500060,2015-11-04 00:00:00,22015,1610612754,IND,1610612738,BOS,W,93.0,38.5,19.25,11.0,4.75,0.4195,0.3325,0.8065,100.66666666666667,41.333333333333336,25.0,11.333333333333334,5.0,0.3973333333333333,0.26966666666666667,0.843
0021500067,2015-11-04 00:00:00,22015,1610612756,PHX,1610612758,SAC,W,100.5,52.75,17.75,8.75,4.25,0.40475,0.27899999999999997,0.7155,108.5,47.25,21.75,7.75,3.25,0.44225000000000003,0.35350000000000004,0.656
0021500066,2015-11-04 00:00:00,22015,1610612760,OKC,1610612761,TOR,L,118.25,53.0,22.25,7.75,8.0,0.48550000000000004,0.40475,0.80775,106.75,49.0,20.5,9.75,3.5,0.449,0.3865,0.7709999999999999
0021500068,2015-11-04 00:00:00,22015,1610612762,UTA,1610612757,POR,L,94.33333333333333,45.333333333333336,16.333333333333332,9.0,6.0,0.43966666666666665,0.36833333333333335,0.7453333333333333,100.0,46.0,19.25,7.0,5.0,0.4435,0.32925,0.7417499999999999
0021500061,2015-11-04 00:00:00,22015,1610612764,WAS,1610612759,SAS,W,105.33333333333333,43.0,19.666666666666668,8.0,5.666666666666667,0.44333333333333336,0.36466666666666664,0.7553333333333333,99.25,47.0,22.0,8.5,6.5,0.46925,0.32825,0.818
0021500070,2015-11-05 00:00:00,22015,1610612741,CHI,1610612760,OKC,W,100.6,43.2,20.0,7.0,5.8,0.44720000000000004,0.3806,0.7031999999999999,114.2,50.6,23.0,7.8,8.4,0.48360000000000003,0.3934,0.8176
0021500072,2015-11-05 00:00:00,22015,1610612742,DAL,1610612766,CHA,L,98.25,49.0,23.5,5.25,3.0,0.41900000000000004,0.33675,0.73675,102.5,48.5,23.0,6.0,6.0,0.4225,0.40925,0.8545
0021500073,2015-11-05 00:00:00,22015,1610612743,DEN,1610612762,UTA,L,99.0,46.0,22.75,7.25,6.0,0.42424999999999996,0.34425000000000006,0.75625,93.75,44.0,14.5,9.75,6.5,0.4235,0.32825,0.718
0021500071,2015-11-05 00:00:00,22015,1610612750,MIN,1610612748,MIA,L,102.66666666666667,43.0,21.333333333333332,6.666666666666667,4.666666666666667,0.437,0.221,0.8039999999999999,99.25,44.0,20.25,7.75,7.0,0.46299999999999997,0.3685,0.82775
0021500074,2015-11-05 00:00:00,22015,1610612757,POR,1610612763,MEM,W,101.6,46.4,17.6,6.6,5.4,0.4612,0.3514,0.6871999999999999,92.2,43.6,22.2,7.8,4.8,0.4064,0.2468,0.7754
0021500076,2015-11-06 00:00:00,22015,1610612738,BOS,1610612764,WAS,W,100.0,43.25,23.75,10.25,5.0,0.40349999999999997,0.29475,0.83675,104.5,40.5,21.5,8.75,5.0,0.45325000000000004,0.36049999999999993,0.745
0021500078,2015-11-06 00:00:00,22015,1610612739,CLE,1610612755,PHI,W,101.2,48.8,25.8,5.2,4.8,0.4524,0.3242,0.7121999999999999,88.25,43.25,18.0,6.5,6.25,0.39475,0.306,0.8015
0021500081,2015-11-06 00:00:00,22015,1610612740,NOP,1610612737,ATL,L,100.75,41.5,21.25,8.0,4.5,0.4085,0.34075,0.7262500000000001,100.4,43.4,24.6,10.8,5.0,0.4516,0.34059999999999996,0.7918
0021500083,2015-11-06 00:00:00,22015,1610612744,GSW,1610612743,DEN,W,117.6,49.6,28.2,8.2,6.6,0.4816,0.40759999999999996,0.762,96.0,45.8,21.4,6.6,6.0,0.41719999999999996,0.3254,0.7402
0021500077,2015-11-06 00:00:00,22015,1610612751,BKN,1610612747,LAL,L,89.8,39.6,20.4,6.4,4.4,0.4386,0.21960000000000002,0.7146,106.75,41.75,18.5,6.5,6.5,0.40850000000000003,0.2785,0.8145
0021500079,2015-11-06 00:00:00,22015,1610612752,NYK,1610612749,MIL,L,102.0,45.2,19.8,8.6,5.2,0.4182,0.3426,0.8218,98.2,36.8,23.8,6.8,5.0,0.4418,0.3588,0.8291999999999999
0021500075,2015-11-06 00:00:00,22015,1610612753,ORL,1610612761,TOR,W,105.4,48.2,23.6,8.6,7.2,0.43479999999999996,0.31980000000000003,0.7666000000000001,106.0,48.2,18.8,10.6,3.4,0.44279999999999997,0.3806,0.7809999999999999
0021500080,2015-11-06 00:00:00,22015,1610612754,IND,1610612748,MIA,W,94.4,41.4,19.0,10.8,4.0,0.41259999999999997,0.3356,0.7969999999999999,98.6,43.6,19.0,7.4,6.8,0.4678,0.352,0.8061999999999999
0021500082,2015-11-06 00:00:00,22015,1610612756,PHX,1610612765,DET,L,104.0,50.4,19.6,9.8,4.2,0.43220000000000003,0.345,0.6996,94.5,53.25,17.75,6.0,3.5,0.38725,0.30575,0.66275
0021500084,2015-11-06 00:00:00,22015,1610612758,SAC,1610612745,HOU,L,106.2,44.4,22.4,8.0,3.4,0.449,0.3744,0.6248,99.0,41.8,21.2,10.2,5.6,0.41080000000000005,0.2716,0.7196
0021500086,2015-11-07 00:00:00,22015,1610612737,ATL,1610612764,WAS,W,102.2,43.8,25.4,10.6,5.4,0.4568,0.34299999999999997,0.8248,103.2,41.4,21.8,9.0,5.6,0.4444,0.35239999999999994,0.7525999999999999
0021500085,2015-11-07 00:00:00,22015,1610612741,CHI,1610612750,MIN,L,102.0,43.2,21.4,6.4,5.2,0.45100000000000007,0.38480000000000003,0.7259999999999999,98.0,43.25,20.0,6.75,5.0,0.416,0.249,0.8302499999999999
0021500088,2015-11-07 00:00:00,22015,1610612742,DAL,1610612740,NOP,W,97.4,48.0,22.2,5.8,2.8,0.41320000000000007,0.3108,0.7672000000000001,103.6,39.6,23.0,8.2,5.0,0.42679999999999996,0.3392,0.756
0021500093,2015-11-07 00:00:00,22015,1610612746,LAC,1610612745,HOU,L,107.8,44.6,22.0,5.6,7.0,0.4842000000000001,0.29619999999999996,0.697,105.2,42.8,22.4,9.2,4.8,0.4394,0.30920000000000003,0.7444000000000001
0021500089,2015-11-07 00:00:00,22015,1610612749,MIL,1610612751,BKN,W,98.6,35.6,24.6,6.6,5.2,0.45840000000000003,0.3016,0.828,89.4,39.8,20.8,5.4,4.6,0.4408,0.2512,0.7074
0021500087,2015-11-07 00:00:00,22015,1610612755,PHI,1610612753,ORL,L,91.0,42.2,19.0,7.0,5.8,0.4196,0.3318,0.7746000000000001,106.4,45.0,24.0,7.6,6.8,0.44659999999999994,0.35340000000000005,0.7878000000000001
0021500092,2015-11-07 00:00:00,22015,1610612758,SAC,1610612744,GSW,L,107.4,43.2,22.8,9.2,3.4,0.4478000000000001,0.34700000000000003,0.6474,119.2,49.0,30.4,8.6,6.4,0.4952,0.4393999999999999,0.6914
0021500090,2015-11-07 00:00:00,22015,1610612759,SAS,1610612766,CHA,W,99.2,47.4,21.8,7.8,5.8,0.4668,0.3262,0.8343999999999999,103.6,48.4,22.2,6.4,6.0,0.4368,0.3718,0.8484
0021500091,2015-11-07 00:00:00,22015,1610612762,UTA,1610612763,MEM,W,94.2,43.8,16.2,9.0,6.4,0.4258,0.35419999999999996,0.7038,96.2,42.8,23.2,7.0,5.2,0.43179999999999996,0.2918,0.7727999999999999
0021500094,2015-11-08 00:00:00,22015,1610612739,CLE,1610612754,IND,W,103.8,47.8,26.4,6.0,3.4,0.47380000000000005,0.3392,0.728,92.6,42.0,18.6,8.8,4.4,0.4282,0.32399999999999995,0.7375999999999999
0021500096,2015-11-08 00:00:00,22015,1610612748,MIA,1610612761,TOR,W,95.2,43.4,18.6,7.4,6.6,0.458,0.29200000000000004,0.7542,102.2,47.0,17.6,10.0,4.0,0.4226,0.3462,0.7943999999999998
0021500095,2015-11-08 00:00:00,22015,1610612752,NYK,1610612747,LAL,W,96.0,44.0,19.0,7.0,4.8,0.40920000000000006,0.2978,0.8132000000000001,106.2,41.4,17.6,7.0,6.4,0.4114,0.2836,0.8066000000000001
0021500098,2015-11-08 00:00:00,22015,1610612757,POR,1610612765,DET,L,102.2,45.6,19.0,5.8,5.2,0.46240000000000003,0.37639999999999996,0.6357999999999999,95.6,52.0,17.2,6.4,3.4,0.4098,0.3174,0.6302
0021500097,2015-11-08 00:00:00,22015,1610612760,OKC,1610612756,PHX,W,111.4,50.4,23.0,6.8,9.2,0.47640000000000005,0.39680000000000004,0.7966,103.4,49.0,19.4,10.8,4.2,0.4344,0.3616,0.6954
0021500101,2015-11-09 00:00:00,22015,1610612737,ATL,1610612750,MIN,L,105.6,42.6,28.2,11.2,5.4,0.4633999999999999,0.3522,0.8701999999999999,98.8,46.2,21.2,7.0,5.4,0.414,0.2868,0.7901999999999999
0021500102,2015-11-09 00:00:00,22015,1610612743,DEN,1610612757,POR,W,95.8,44.8,20.8,7.4,5.0,0.4008,0.29580000000000006,0.7704,104.4,45.2,20.4,5.0,4.6,0.4912000000000001,0.3734,0.6113999999999999
0021500104,2015-11-09 00:00:00,22015,1610612744,GSW,1610612765,DET,W,117.4,48.8,30.6,9.4,6.0,0.48539999999999994,0.4111999999999999,0.7282,98.4,49.4,15.8,8.0,3.8,0.43079999999999996,0.30800000000000005,0.6127999999999999
0021500105,2015-11-09 00:00:00,22015,1610612746,LAC,1610612763,MEM,W,106.6,44.4,23.8,5.6,6.2,0.4746,0.2694,0.6976,89.6,43.2,21.2,6.2,4.4,0.3978,0.2674,0.8
0021500099,2015-11-09 00:00:00,22015,1610612754,IND,1610612753,ORL,W,91.4,43.8,18.4,8.4,4.4,0.42000000000000004,0.31059999999999993,0.7327999999999999,100.2,43.4,23.8,7.6,6.2,0.45199999999999996,0.3730000000000001,0.805
0021500100,2015-11-09 00:00:00,22015,1610612755,PHI,1610612741,CHI,L,91.4,40.6,21.4,6.0,6.6,0.4276,0.3348,0.7082,97.6,45.4,21.4,6.0,5.8,0.4144,0.3536,0.6951999999999998
0021500103,2015-11-09 00:00:00,22015,1610612758,SAC,1610612759,SAS,L,99.8,41.0,22.8,9.8,2.6,0.43220000000000003,0.3556,0.6508,100.8,48.6,24.4,7.8,4.6,0.4812,0.34540000000000004,0.7956
0021500106,2015-11-10 00:00:00,22015,1610612739,CLE,1610612762,UTA,W,102.8,46.6,25.6,5.6,3.8,0.4678000000000001,0.3162,0.7345999999999999,94.6,46.0,16.8,9.6,7.4,0.4162,0.4096,0.7276
0021500112,2015-11-10 00:00:00,22015,1610612740,NOP,1610612742,DAL,W,104.2,41.4,23.0,7.8,5.6,0.433,0.3368,0.7844000000000001,96.6,46.8,21.4,5.4,2.6,0.4142,0.2906,0.7954000000000001
0021500108,2015-11-10 00:00:00,22015,1610612748,MIA,1610612747,LAL,W,96.0,45.4,18.0,8.0,6.8,0.4566,0.3148000000000001,0.7163999999999999,103.0,41.0,17.8,8.0,6.2,0.4102,0.2972,0.7456
0021500110,2015-11-10 00:00:00,22015,1610612749,MIL,1610612738,BOS,L,94.8,37.4,23.4,6.6,6.0,0.44620000000000004,0.32320000000000004,0.8207999999999999,103.6,45.2,23.8,11.8,5.0,0.4136,0.3158,0.826
0021500111,2015-11-10 00:00:00,22015,1610612750,MIN,1610612766,CHA,L,99.8,46.4,21.8,8.4,5.6,0.43739999999999996,0.3302,0.7861999999999999,103.6,46.4,22.0,7.0,5.8,0.4514,0.385,0.8256
0021500109,2015-11-10 00:00:00,22015,1610612761,TOR,1610612752,NYK,L,94.8,44.0,16.4,9.4,4.4,0.4136,0.2932,0.7775999999999998,95.6,44.8,19.2,6.0,5.0,0.406,0.323,0.7978000000000001
0021500107,2015-11-10 00:00:00,22015,1610612764,WAS,1610612760,OKC,L,105.4,39.8,23.8,9.6,4.4,0.46319999999999995,0.36899999999999994,0.8089999999999999,108.4,48.4,24.4,8.0,9.0,0.4896,0.37760000000000005,0.78
0021500117,2015-11-11 00:00:00,22015,1610612737,ATL,1610612740,NOP,W,108.2,38.4,29.8,12.0,5.4,0.48179999999999995,0.38780000000000003,0.8557999999999998,109.4,43.2,24.2,8.2,6.2,0.45380000000000004,0.355,0.8178000000000001
0021500116,2015-11-11 00:00:00,22015,1610612738,BOS,1610612754,IND,L,101.0,46.0,21.8,12.0,4.8,0.4102,0.29580000000000006,0.8017999999999998,95.6,45.4,21.4,9.2,3.8,0.42840000000000006,0.3515999999999999,0.744
0021500118,2015-11-11 00:00:00,22015,1610612742,DAL,1610612746,LAC,W,100.0,44.6,21.0,5.4,3.0,0.4306,0.30060000000000003,0.8046000000000001,104.6,41.8,22.4,5.4,6.2,0.4696000000000001,0.2704,0.7548
0021500121,2015-11-11 00:00:00,22015,1610612743,DEN,1610612749,MIL,W,101.8,44.0,21.8,7.0,5.6,0.4436,0.3294,0.7516,94.0,39.0,22.0,7.4,4.8,0.4444000000000001,0.34120000000000006,0.7685999999999998
0021500119,2015-11-11 00:00:00,22015,1610612745,HOU,1610612751,BKN,L,108.6,42.4,21.8,10.0,3.6,0.4546,0.3124,0.7738000000000002,91.6,43.8,21.0,6.4,4.0,0.44320000000000004,0.2552,0.7586
0021500114,2015-11-11 00:00:00,22015,1610612753,ORL,1610612747,LAL,W,99.6,43.6,22.8,8.0,4.6,0.45359999999999995,0.3728000000000001,0.8286000000000001,97.8,40.8,18.0,8.0,5.8,0.4064,0.3324,0.74
0021500115,2015-11-11 00:00:00,22015,1610612755,PHI,1610612761,TOR,L,94.8,43.2,22.2,6.4,7.4,0.4372,0.2948,0.6752,95.4,44.6,17.0,8.4,5.0,0.4104,0.25220000000000004,0.8065999999999999
0021500123,2015-11-11 00:00:00,22015,1610612757,POR,1610612759,SAS,L,107.2,44.0,20.4,4.8,4.2,0.4868,0.389,0.6601999999999999,101.6,46.6,26.6,8.6,5.2,0.49400000000000005,0.3158,0.7409999999999999
0021500122,2015-11-11 00:00:00,22015,1610612758,SAC,1610612765,DET,W,95.6,39.6,23.8,10.0,3.2,0.42800000000000005,0.36260000000000003,0.6516,99.0,49.0,15.6,9.4,3.6,0.44399999999999995,0.29760000000000003,0.5858
