date,season,team,home/visitor,opponent,score,opponentScore,moneyLine,opponentMoneyLine,total,spread,secondHalfTotal
2020-08-11,2020,SAC,vs,NOP,112,106,-150.0,130.0,235.5,-3.0,116.5
2020-08-11,2020,BKN,vs,ORL,108,96,165.0,-185.0,225.0,4.5,111.0
2020-08-11,2020,PHX,vs,PHI,130,117,-600.0,450.0,227.0,-10.0,114.0
2020-08-11,2020,PHI,vs,PHX,117,130,450.0,-600.0,227.0,10.0,114.0
2020-08-11,2020,DAL,vs,POR,131,134,125.0,-145.0,240.0,3.0,120.5
2020-08-11,2020,NOP,vs,SAC,106,112,130.0,-150.0,235.5,3.0,116.5
2020-08-11,2020,HOU,vs,SAS,105,123,170.0,-190.0,239.5,4.5,118.0
2020-08-11,2020,MIL,vs,WAS,126,113,-400.0,330.0,228.5,-9.0,114.0
2020-08-12,2020,LAC,vs,DEN,124,111,-200.0,175.0,230.0,-5.0,114.0
2020-08-12,2020,IND,vs,HOU,108,104,240.0,-280.0,231.5,6.5,116.0
2020-08-12,2020,HOU,vs,IND,104,108,-280.0,240.0,231.5,-6.5,116.0
2020-08-12,2020,DEN,vs,LAC,111,124,175.0,-200.0,230.0,5.0,114.0
2020-08-12,2020,OKC,vs,MIA,116,115,150.0,-170.0,221.0,4.0,109.0
2020-08-12,2020,MIA,vs,OKC,115,116,-170.0,150.0,221.0,-4.0,109.0
2020-08-12,2020,TOR,vs,PHI,125,121,-260.0,220.0,222.0,-6.0,109.5
2020-08-12,2020,PHI,vs,TOR,121,125,220.0,-260.0,222.0,6.0,109.5
2020-08-13,2020,WAS,vs,BOS,96,90,-130.0,110.0,224.5,-2.0,111.0
2020-08-13,2020,POR,vs,BKN,134,133,-850.0,575.0,238.5,-10.5,118.0
2020-08-13,2020,PHX,vs,DAL,128,102,-380.0,320.0,238.5,-8.5,117.5
2020-08-13,2020,SAC,vs,LAL,136,122,150.0,-170.0,221.5,4.0,110.0
2020-08-13,2020,MIL,vs,MEM,106,119,145.0,-165.0,231.0,4.0,117.0
2020-08-13,2020,MEM,vs,MIL,119,106,-165.0,145.0,231.0,-4.0,117.0
2020-08-13,2020,ORL,vs,NOP,133,127,-170.0,150.0,227.0,-4.0,113.0
2020-08-13,2020,NOP,vs,ORL,127,133,150.0,-170.0,227.0,4.0,113.0
2020-08-13,2020,DAL,vs,PHX,102,128,320.0,-380.0,238.5,8.5,117.5
2020-08-13,2020,BKN,vs,POR,133,134,575.0,-850.0,238.5,10.5,118.0
2020-08-13,2020,LAL,vs,SAC,122,136,-170.0,150.0,221.5,-4.0,110.0
2020-08-13,2020,UTA,vs,SAS,118,112,240.0,-280.0,234.0,7.0,114.0
2020-08-13,2020,SAS,vs,UTA,112,118,-280.0,240.0,234.0,-7.0,114.0
2020-08-13,2020,BOS,vs,WAS,90,96,110.0,-130.0,224.5,2.0,111.0
2020-08-14,2020,TOR,vs,DEN,117,109,125.0,-145.0,223.5,2.5,110.5
2020-08-14,2020,PHI,vs,HOU,134,96,120.0,-140.0,230.5,2.5,113.0
2020-08-14,2020,MIA,vs,IND,92,109,-130.0,110.0,221.5,-2.0,109.5
2020-08-14,2020,OKC,vs,LAC,103,107,135.0,-155.0,224.5,3.0,107.5
2020-08-14,2020,IND,vs,MIA,109,92,110.0,-130.0,221.5,2.0,109.5
2020-08-14,2020,LAC,vs,OKC,107,103,-155.0,135.0,224.5,-3.0,107.5
2020-08-14,2020,HOU,vs,PHI,96,134,-140.0,120.0,230.5,-2.5,113.0
2020-08-14,2020,DEN,vs,TOR,109,117,-145.0,125.0,223.5,-2.5,110.5
2020-12-22,2021,BKN,vs,GSW,125,99,-320.0,265.0,234.5,-7.5,115.0
2020-12-22,2021,LAL,vs,LAC,109,116,-135.0,115.0,219.0,-2.0,108.5
2020-12-23,2021,CHI,vs,ATL,104,124,110.0,-130.0,234.0,2.0,116.0
2020-12-23,2021,CLE,vs,CHA,121,114,120.0,-140.0,217.0,3.0,107.0
2020-12-23,2021,PHX,vs,DAL,106,102,-120.0,100.0,232.5,-1.5,113.0
2020-12-23,2021,MIN,vs,DET,111,101,-220.0,190.0,224.5,-5.5,110.0
2020-12-23,2021,ORL,vs,MIA,113,107,170.0,-190.0,219.0,4.5,106.5
2020-12-23,2021,BOS,vs,MIL,122,121,170.0,-190.0,223.0,4.5,115.0
2020-12-23,2021,TOR,vs,NOP,99,113,-170.0,150.0,228.5,-3.5,111.0
2020-12-23,2021,IND,vs,NYK,121,107,-330.0,270.0,215.5,-7.5,107.5
2020-12-23,2021,DEN,vs,SAC,122,124,-310.0,260.0,227.5,-7.5,111.5
2020-12-23,2021,MEM,vs,SAS,119,131,-130.0,110.0,230.0,-2.0,117.0
2020-12-23,2021,POR,vs,UTA,100,120,110.0,-130.0,226.0,1.5,115.0
2020-12-23,2021,PHI,vs,WAS,113,107,-300.0,250.0,230.5,-7.0,113.5
2020-12-25,2021,BOS,vs,BKN,95,123,125.0,-145.0,229.5,3.0,114.0
2020-12-25,2021,LAL,vs,DAL,138,115,-265.0,225.0,226.0,-6.0,110.5
2020-12-25,2021,MIL,vs,GSW,138,99,-600.0,450.0,230.5,-10.0,113.0
2020-12-25,2021,DEN,vs,LAC,108,121,140.0,-160.0,226.5,3.5,110.5
2020-12-25,2021,MIA,vs,NOP,111,98,-150.0,130.0,221.0,-3.0,107.5
2020-12-26,2021,MEM,vs,ATL,112,122,-140.0,120.0,238.5,-2.5,117.5
2020-12-26,2021,DET,vs,CLE,119,128,-110.0,-110.0,214.0,0.0,105.5
2020-12-26,2021,POR,vs,HOU,128,126,-360.0,300.0,225.5,-7.5,111.5
2020-12-26,2021,CHI,vs,IND,106,125,200.0,-240.0,223.5,6.0,110.0
2020-12-26,2021,UTA,vs,MIN,111,116,-450.0,375.0,229.0,-9.5,112.0
2020-12-26,2021,CHA,vs,OKC,107,109,-145.0,125.0,219.5,-3.0,108.0
2020-12-26,2021,WAS,vs,ORL,120,130,-130.0,110.0,232.0,-1.5,117.5
2020-12-26,2021,NYK,vs,PHI,89,109,300.0,-360.0,215.0,8.0,105.5
2020-12-26,2021,SAC,vs,PHX,106,103,140.0,-160.0,227.0,3.5,114.5
2020-12-26,2021,SAS,vs,TOR,119,114,125.0,-145.0,228.5,2.5,112.5
2020-12-27,2021,IND,vs,BOS,108,107,115.0,-135.0,220.5,3.0,113.0
2020-12-27,2021,CHA,vs,BKN,106,104,450.0,-600.0,233.0,11.5,113.5
2020-12-27,2021,LAC,vs,DAL,73,124,-160.0,140.0,226.5,-3.0,111.5
2020-12-27,2021,CHI,vs,GSW,128,129,145.0,-165.0,229.5,3.5,112.0
2020-12-27,2021,NYK,vs,MIL,130,110,750.0,-1200.0,222.0,13.0,114.0
2020-12-27,2021,LAL,vs,MIN,127,91,-500.0,400.0,229.0,-10.5,112.0
2020-12-27,2021,WAS,vs,ORL,113,120,110.0,-130.0,231.0,2.0,117.5
2020-12-27,2021,CLE,vs,PHI,118,94,200.0,-240.0,218.0,6.0,108.0
2020-12-27,2021,SAC,vs,PHX,100,116,140.0,-160.0,225.5,3.0,114.0
2020-12-27,2021,NOP,vs,SAS,98,95,-190.0,170.0,227.5,-5.0,116.0
2020-12-28,2021,ATL,vs,DET,128,120,-500.0,400.0,223.5,-10.5,109.5
2020-12-28,2021,DEN,vs,HOU,124,111,-265.0,225.0,222.0,-6.5,109.5
2020-12-28,2021,BKN,vs,MEM,111,116,105.0,-125.0,227.5,1.5,114.5
2020-12-28,2021,LAL,vs,POR,107,115,-230.0,195.0,229.0,-6.0,117.5
2020-12-28,2021,OKC,vs,UTA,109,110,330.0,-400.0,218.0,9.0,110.5
2020-12-29,2021,IND,vs,BOS,111,116,-115.0,-105.0,219.0,-1.0,112.0
2020-12-29,2021,WAS,vs,CHI,107,115,-250.0,210.0,238.0,-6.5,119.5
2020-12-29,2021,SAC,vs,DEN,125,115,-110.0,-110.0,226.0,0.0,110.5
2020-12-29,2021,DET,vs,GSW,106,116,150.0,-170.0,227.5,4.5,110.5
2020-12-29,2021,MIA,vs,MIL,97,144,200.0,-240.0,227.5,6.0,114.5
2020-12-29,2021,LAC,vs,MIN,124,101,-650.0,475.0,225.5,-10.5,109.5
2020-12-29,2021,PHX,vs,NOP,111,86,-125.0,105.0,222.0,-1.5,108.0
2020-12-29,2021,CLE,vs,NYK,86,95,-160.0,140.0,216.0,-3.5,106.5
2020-12-29,2021,OKC,vs,ORL,107,118,210.0,-250.0,219.0,6.5,112.0
2020-12-29,2021,PHI,vs,TOR,100,93,-125.0,105.0,219.5,-1.5,106.5
2020-12-30,2021,BKN,vs,ATL,145,141,-230.0,195.0,240.0,-5.5,118.0
2020-12-30,2021,DAL,vs,CHA,99,118,-360.0,300.0,225.0,-8.0,112.0
2020-12-30,2021,SAS,vs,LAL,107,121,260.0,-310.0,231.5,7.5,113.0
2020-12-30,2021,BOS,vs,MEM,126,107,-285.0,245.0,218.0,-7.0,110.0
2020-12-30,2021,MIA,vs,MIL,119,108,220.0,-260.0,228.5,6.5,115.0
2020-12-30,2021,LAC,vs,POR,128,105,-220.0,190.0,226.0,-6.0,113.5
2020-12-31,2021,WAS,vs,CHI,130,133,-300.0,250.0,235.5,-7.5,120.0
2020-12-31,2021,IND,vs,CLE,119,99,-330.0,270.0,219.0,-8.0,108.5
2020-12-31,2021,OKC,vs,NOP,80,113,175.0,-200.0,214.5,5.5,106.0
2020-12-31,2021,TOR,vs,NYK,100,83,-360.0,300.0,215.5,-8.5,104.5
2020-12-31,2021,ORL,vs,PHI,92,116,155.0,-175.0,219.5,4.0,106.0
2020-12-31,2021,UTA,vs,PHX,95,106,-170.0,150.0,219.5,-4.0,112.0
2020-12-31,2021,HOU,vs,SAC,122,119,-210.0,180.0,231.5,-5.5,114.0
2021-01-01,2021,BKN,vs,ATL,96,114,-250.0,210.0,244.5,-6.0,119.5
2021-01-01,2021,DET,vs,BOS,96,93,310.0,-370.0,213.5,8.5,108.0
2021-01-01,2021,MIL,vs,CHI,126,96,-1500.0,850.0,233.0,-14.5,117.5
2021-01-01,2021,UTA,vs,LAC,106,100,140.0,-160.0,219.5,3.0,107.0
2021-01-01,2021,SAS,vs,LAL,103,109,280.0,-340.0,229.0,7.5,112.0
2021-01-01,2021,CHA,vs,MEM,93,108,-180.0,160.0,219.5,-4.0,110.5
2021-01-01,2021,DAL,vs,MIA,93,83,-105.0,-115.0,225.0,1.5,109.5
2021-01-01,2021,DEN,vs,PHX,103,106,-160.0,140.0,220.5,-3.5,112.0
2021-01-01,2021,GSW,vs,POR,98,123,130.0,-150.0,237.5,3.5,117.5
2021-01-01,2021,MIN,vs,WAS,109,130,-110.0,-110.0,234.5,0.0,114.0
2021-01-02,2021,PHI,vs,CHA,127,112,-500.0,400.0,217.0,-10.0,106.5
2021-01-02,2021,ATL,vs,CLE,91,96,-240.0,200.0,229.0,-5.5,112.0
2021-01-02,2021,IND,vs,NYK,102,106,-450.0,375.0,215.0,-9.5,105.0
2021-01-02,2021,ORL,vs,OKC,99,108,-175.0,155.0,216.5,-4.5,106.0
2021-01-02,2021,HOU,vs,SAC,102,94,110.0,-130.0,229.0,2.0,113.0
2021-01-02,2021,NOP,vs,TOR,120,116,-105.0,-115.0,215.5,1.0,106.5
2021-01-03,2021,DET,vs,BOS,120,122,300.0,-360.0,212.0,8.0,107.0
2021-01-03,2021,CHI,vs,DAL,118,108,150.0,-170.0,222.0,4.0,109.5
2021-01-03,2021,MIN,vs,DEN,109,124,300.0,-360.0,226.0,8.5,111.0
2021-01-03,2021,PHX,vs,LAC,107,112,130.0,-150.0,215.5,3.5,105.5
2021-01-03,2021,MEM,vs,LAL,94,108,400.0,-500.0,220.0,10.0,108.0
2021-01-03,2021,GSW,vs,POR,137,122,170.0,-190.0,235.0,4.5,114.5
2021-01-03,2021,SAS,vs,UTA,109,130,190.0,-220.0,222.5,5.5,113.5
2021-01-03,2021,BKN,vs,WAS,122,123,-330.0,270.0,241.5,-7.5,119.0
2021-01-04,2021,TOR,vs,BOS,114,126,-240.0,200.0,217.0,-6.0,110.5
2021-01-04,2021,PHI,vs,CHA,118,101,-350.0,290.0,221.5,-8.0,107.5
2021-01-04,2021,ORL,vs,CLE,103,83,-220.0,190.0,214.5,-6.0,105.0
2021-01-04,2021,HOU,vs,DAL,100,113,-170.0,150.0,229.5,-4.0,113.5
2021-01-04,2021,MIL,vs,DET,125,115,-2500.0,1100.0,223.5,-16.0,108.5
2021-01-04,2021,NOP,vs,IND,116,118,-125.0,105.0,216.0,-1.5,105.5
2021-01-04,2021,ATL,vs,NYK,108,113,-300.0,250.0,224.5,-7.0,110.0
2021-01-04,2021,MIA,vs,OKC,118,90,-420.0,350.0,214.5,-9.0,105.5
2021-01-04,2021,GSW,vs,SAC,137,106,105.0,-125.0,235.0,1.5,115.0
2021-01-05,2021,POR,vs,CHI,108,111,-450.0,375.0,232.5,-9.5,117.5
2021-01-05,2021,MEM,vs,LAL,92,94,380.0,-460.0,219.0,9.5,106.5
2021-01-05,2021,DEN,vs,MIN,123,116,-650.0,475.0,226.5,-10.5,112.0
2021-01-05,2021,LAC,vs,SAS,113,116,-310.0,260.0,226.0,-7.0,115.5
2021-01-05,2021,BKN,vs,UTA,130,96,160.0,-180.0,225.0,4.5,114.5
2021-01-06,2021,MIA,vs,BOS,105,107,-140.0,120.0,217.5,-2.5,110.0
2021-01-06,2021,ATL,vs,CHA,94,102,-250.0,210.0,232.5,-6.0,113.0
2021-01-06,2021,SAC,vs,CHI,128,124,-300.0,250.0,228.5,-6.5,115.5
2021-01-06,2021,ORL,vs,CLE,105,94,-210.0,180.0,214.0,-5.0,103.5
2021-01-06,2021,MIL,vs,DET,130,115,-1000.0,650.0,226.5,-11.5,111.0
2021-01-06,2021,IND,vs,HOU,114,107,-145.0,125.0,224.0,-3.0,109.5
2021-01-06,2021,GSW,vs,LAC,101,108,180.0,-210.0,231.0,5.0,113.0
2021-01-06,2021,NOP,vs,OKC,110,111,-330.0,270.0,213.5,-8.0,105.5
2021-01-06,2021,PHX,vs,TOR,123,115,-150.0,130.0,219.0,-3.0,107.0
2021-01-06,2021,NYK,vs,UTA,112,100,260.0,-310.0,214.5,8.0,109.0
2021-01-06,2021,PHI,vs,WAS,141,136,-260.0,220.0,235.0,-6.5,115.5
2021-01-07,2021,MEM,vs,CLE,90,94,-240.0,200.0,209.0,-6.0,102.0
2021-01-07,2021,DEN,vs,DAL,117,124,-145.0,125.0,222.5,-2.5,111.5
2021-01-07,2021,POR,vs,MIN,135,117,-500.0,400.0,233.0,-10.0,114.0
2021-01-07,2021,BKN,vs,PHI,122,109,160.0,-180.0,222.5,4.0,109.0
2021-01-07,2021,LAL,vs,SAS,109,118,-400.0,330.0,226.5,-8.5,116.0
2021-01-08,2021,MEM,vs,BKN,115,110,-110.0,-110.0,217.5,0.0,106.0
2021-01-08,2021,NOP,vs,CHA,110,118,-270.0,230.0,218.0,-7.5,107.0
2021-01-08,2021,LAL,vs,CHI,117,115,-420.0,350.0,221.5,-8.5,112.0
2021-01-08,2021,GSW,vs,LAC,115,105,210.0,-250.0,229.5,6.5,112.5
2021-01-08,2021,NYK,vs,OKC,89,101,-150.0,130.0,212.0,-3.0,103.5
2021-01-08,2021,HOU,vs,ORL,132,90,-280.0,240.0,222.0,-7.0,113.5
2021-01-08,2021,DET,vs,PHX,110,105,270.0,-330.0,216.0,8.0,109.5
2021-01-08,2021,SAC,vs,TOR,123,144,100.0,-120.0,227.5,1.0,112.5
2021-01-08,2021,MIL,vs,UTA,118,131,-240.0,200.0,232.5,-6.0,119.0
2021-01-08,2021,BOS,vs,WAS,116,107,-175.0,155.0,237.5,-3.5,115.5
2021-01-09,2021,CHA,vs,ATL,113,105,175.0,-200.0,229.0,5.0,112.5
2021-01-09,2021,MIL,vs,CLE,100,90,-420.0,350.0,219.0,-8.5,105.0
2021-01-09,2021,PHI,vs,DEN,103,115,700.0,-1100.0,215.0,13.5,105.0
2021-01-09,2021,WAS,vs,MIA,124,128,500.0,-700.0,226.5,10.5,113.0
2021-01-09,2021,DAL,vs,ORL,112,98,-260.0,220.0,218.0,-6.5,110.5
2021-01-09,2021,IND,vs,PHX,117,125,-150.0,130.0,217.0,-3.0,110.5
2021-01-09,2021,SAC,vs,POR,99,125,180.0,-210.0,236.0,5.5,114.5
2021-01-09,2021,MIN,vs,SAS,122,125,140.0,-160.0,235.0,3.5,119.0
2021-01-10,2021,LAC,vs,CHI,130,127,-1000.0,650.0,221.0,-12.0,113.0
2021-01-10,2021,NYK,vs,DEN,89,114,190.0,-220.0,213.5,5.5,103.5
2021-01-10,2021,HOU,vs,LAL,102,120,160.0,-180.0,223.5,4.0,109.5
2021-01-10,2021,BKN,vs,OKC,116,129,-350.0,290.0,225.0,-8.0,110.0
2021-01-10,2021,MIN,vs,SAS,96,88,165.0,-185.0,229.5,4.5,114.5
2021-01-10,2021,GSW,vs,TOR,106,105,130.0,-150.0,233.5,3.0,114.5
2021-01-10,2021,DET,vs,UTA,86,96,330.0,-400.0,217.5,8.5,110.0
2021-01-11,2021,SAC,vs,IND,127,122,150.0,-170.0,229.0,3.5,113.0
2021-01-11,2021,CLE,vs,MEM,91,101,115.0,-135.0,207.0,2.0,105.0
2021-01-11,2021,ORL,vs,MIL,99,121,400.0,-500.0,226.0,10.0,116.0
2021-01-11,2021,CHA,vs,NYK,109,88,-190.0,170.0,212.5,-5.0,104.5
2021-01-11,2021,ATL,vs,PHI,112,94,-240.0,200.0,222.5,-6.0,109.0
2021-01-11,2021,WAS,vs,PHX,128,107,210.0,-250.0,231.5,6.0,116.5
2021-01-11,2021,POR,vs,TOR,112,111,-200.0,175.0,230.5,-4.5,114.0
2021-01-12,2021,BKN,vs,DEN,122,116,-130.0,110.0,230.5,-1.5,112.5
2021-01-12,2021,GSW,vs,IND,95,104,-155.0,135.0,227.0,-3.5,112.0
2021-01-12,2021,HOU,vs,LAL,100,117,150.0,-170.0,224.0,5.0,108.5
2021-01-12,2021,PHI,vs,MIA,137,134,-380.0,320.0,213.0,-8.5,105.0
2021-01-12,2021,OKC,vs,SAS,102,112,115.0,-135.0,218.5,2.0,112.0
2021-01-12,2021,CLE,vs,UTA,87,117,650.0,-1000.0,208.5,12.5,105.5
2021-01-13,2021,NYK,vs,BKN,109,116,125.0,-145.0,217.0,3.0,104.5
2021-01-13,2021,CHA,vs,DAL,93,104,130.0,-150.0,220.5,3.0,112.0
2021-01-13,2021,OKC,vs,LAL,99,128,450.0,-600.0,219.5,10.5,106.5
2021-01-13,2021,MIN,vs,MEM,107,118,-145.0,125.0,223.0,-2.0,113.5
2021-01-13,2021,DET,vs,MIL,101,110,450.0,-600.0,225.5,10.5,114.5
2021-01-13,2021,LAC,vs,NOP,111,106,-650.0,475.0,216.0,-11.0,105.5
2021-01-13,2021,SAC,vs,POR,126,132,175.0,-200.0,237.5,5.0,116.0
2021-01-14,2021,TOR,vs,CHA,111,108,-550.0,425.0,217.5,-10.5,108.5
2021-01-14,2021,DEN,vs,GSW,114,104,-190.0,170.0,225.5,-4.5,111.5
2021-01-14,2021,SAS,vs,HOU,105,109,-300.0,250.0,219.5,-7.0,106.5
2021-01-14,2021,POR,vs,IND,87,111,-140.0,120.0,228.0,-3.0,110.5
2021-01-14,2021,PHI,vs,MIA,125,108,-360.0,300.0,222.0,-7.0,108.5
2021-01-15,2021,UTA,vs,ATL,116,92,-240.0,200.0,229.0,-6.5,112.0
2021-01-15,2021,OKC,vs,CHI,127,125,110.0,-130.0,225.0,2.0,115.5
2021-01-15,2021,MIL,vs,DAL,112,109,-310.0,260.0,230.0,-8.0,117.0
2021-01-15,2021,SAC,vs,LAC,100,138,250.0,-300.0,227.5,6.5,111.0
2021-01-15,2021,LAL,vs,NOP,112,95,-420.0,350.0,218.5,-8.5,108.0
2021-01-15,2021,CLE,vs,NYK,106,103,120.0,-140.0,195.5,2.0,96.0
2021-01-15,2021,BOS,vs,ORL,124,97,-180.0,160.0,213.5,-4.0,108.5
2021-01-16,2021,POR,vs,ATL,112,106,-190.0,170.0,234.0,-5.0,114.5
2021-01-16,2021,TOR,vs,CHA,116,113,-270.0,230.0,221.5,-6.5,109.0
2021-01-16,2021,MIA,vs,DET,100,120,-230.0,195.0,217.5,-5.5,106.0
2021-01-16,2021,SAS,vs,HOU,103,91,-310.0,260.0,217.0,-7.0,107.0
2021-01-16,2021,BKN,vs,ORL,122,115,-450.0,375.0,226.0,-9.0,115.5
2021-01-16,2021,MEM,vs,PHI,106,104,-130.0,110.0,222.5,-2.0,108.5
2021-01-17,2021,DAL,vs,CHI,101,117,-265.0,225.0,226.0,-6.5,115.5
2021-01-17,2021,LAC,vs,IND,129,96,-360.0,300.0,219.0,-8.0,108.0
2021-01-17,2021,SAC,vs,NOP,123,128,125.0,-145.0,226.0,2.5,111.5
2021-01-17,2021,BOS,vs,NYK,75,105,-310.0,260.0,209.5,-7.0,103.0
2021-01-17,2021,DEN,vs,UTA,105,109,110.0,-130.0,219.5,1.5,111.0
2021-01-18,2021,TOR,vs,DAL,116,93,-155.0,135.0,220.5,-3.0,112.0
2021-01-18,2021,MIA,vs,DET,113,107,-250.0,210.0,215.0,-6.0,105.5
2021-01-18,2021,LAL,vs,GSW,113,115,-450.0,375.0,225.5,-9.0,109.5
2021-01-18,2021,CHI,vs,HOU,125,120,110.0,-130.0,224.0,2.0,109.5
2021-01-18,2021,BKN,vs,MIL,125,123,155.0,-175.0,240.0,4.0,122.5
2021-01-18,2021,ATL,vs,MIN,108,97,-300.0,250.0,228.5,-7.0,111.5
2021-01-18,2021,NYK,vs,ORL,91,84,110.0,-130.0,205.0,2.5,104.5
2021-01-18,2021,MEM,vs,PHX,108,104,175.0,-200.0,217.0,5.5,110.5
2021-01-18,2021,POR,vs,SAS,104,125,105.0,-125.0,227.0,1.5,115.5
2021-01-19,2021,UTA,vs,NOP,118,102,-250.0,210.0,217.5,-6.5,107.0
2021-01-19,2021,DEN,vs,OKC,119,101,-500.0,400.0,220.0,-10.5,107.5
2021-01-20,2021,PHI,vs,BOS,117,109,-200.0,175.0,220.5,-4.5,112.5
2021-01-20,2021,CLE,vs,BKN,147,135,450.0,-600.0,226.5,10.5,111.0
2021-01-20,2021,IND,vs,DAL,112,124,120.0,-140.0,221.5,2.5,110.0
2021-01-20,2021,ATL,vs,DET,123,115,-190.0,170.0,220.5,-4.5,107.5
2021-01-20,2021,TOR,vs,MIA,102,111,-175.0,155.0,222.0,-4.0,109.0
2021-01-20,2021,MIN,vs,ORL,96,97,160.0,-180.0,220.0,4.0,111.0
2021-01-20,2021,HOU,vs,PHX,103,109,190.0,-220.0,219.0,5.5,112.0
2021-01-20,2021,LAC,vs,SAC,115,96,-650.0,475.0,231.0,-11.0,113.0
2021-01-20,2021,GSW,vs,SAS,121,99,-120.0,100.0,228.0,-1.0,116.5
2021-01-21,2021,MIL,vs,LAL,106,113,-120.0,100.0,227.5,-1.5,111.5
2021-01-21,2021,UTA,vs,NOP,129,118,-280.0,240.0,217.5,-7.0,108.5
2021-01-21,2021,GSW,vs,NYK,104,119,-210.0,180.0,215.0,-5.0,106.5
2021-01-22,2021,MIN,vs,ATL,98,116,200.0,-240.0,227.5,6.0,111.5
2021-01-22,2021,PHI,vs,BOS,122,110,-180.0,160.0,221.0,-4.5,112.5
2021-01-22,2021,CLE,vs,BKN,125,113,220.0,-260.0,223.5,6.0,109.5
2021-01-22,2021,CHA,vs,CHI,110,123,-155.0,135.0,228.5,-3.0,115.5
2021-01-22,2021,SAS,vs,DAL,117,122,115.0,-135.0,223.0,1.5,110.0
2021-01-22,2021,PHX,vs,DEN,126,130,-120.0,100.0,219.5,-1.0,107.0
2021-01-22,2021,DET,vs,HOU,102,103,-145.0,125.0,215.0,-3.0,104.5
2021-01-22,2021,TOR,vs,MIA,101,81,-135.0,115.0,220.0,-2.0,106.0
2021-01-22,2021,SAC,vs,NYK,103,94,-165.0,145.0,219.0,-3.5,106.5
2021-01-22,2021,LAC,vs,OKC,120,106,-1300.0,775.0,220.5,-13.5,108.0
2021-01-22,2021,IND,vs,ORL,120,118,-190.0,170.0,215.5,-5.0,110.5
2021-01-23,2021,PHX,vs,DEN,112,120,135.0,-155.0,216.0,2.5,106.0
2021-01-23,2021,UTA,vs,GSW,127,108,-300.0,250.0,228.5,-7.0,111.0
2021-01-23,2021,DAL,vs,HOU,108,133,-320.0,265.0,222.0,-7.0,109.0
2021-01-23,2021,CHI,vs,LAL,90,101,400.0,-500.0,227.0,10.0,110.0
2021-01-23,2021,BKN,vs,MIA,128,124,-340.0,280.0,232.0,-7.5,113.5
2021-01-23,2021,MIN,vs,NOP,120,110,310.0,-370.0,217.5,8.5,107.0
2021-01-23,2021,DET,vs,PHI,110,114,320.0,-380.0,215.5,9.0,107.0
2021-01-24,2021,MIL,vs,ATL,129,115,-950.0,625.0,224.5,-12.0,114.5
2021-01-24,2021,ORL,vs,CHA,104,107,110.0,-130.0,215.0,2.0,104.5
2021-01-24,2021,BOS,vs,CLE,141,103,-250.0,210.0,212.5,-6.0,104.5
2021-01-24,2021,POR,vs,NYK,116,113,-175.0,155.0,214.5,-4.0,105.5
2021-01-24,2021,LAC,vs,OKC,108,100,-1400.0,800.0,220.5,-13.0,107.0
2021-01-24,2021,IND,vs,TOR,102,107,-185.0,165.0,217.0,-4.5,106.5
2021-01-24,2021,SAS,vs,WAS,121,101,-240.0,200.0,233.5,-5.5,113.5
2021-01-25,2021,CHI,vs,BOS,103,119,155.0,-175.0,227.5,3.5,116.0
2021-01-25,2021,ORL,vs,CHA,117,108,-110.0,-110.0,213.5,0.0,105.0
2021-01-25,2021,DAL,vs,DEN,113,117,110.0,-130.0,223.0,2.0,109.0
2021-01-25,2021,CLE,vs,LAL,108,115,550.0,-800.0,214.5,12.0,104.5
2021-01-25,2021,BKN,vs,MIA,98,85,-330.0,270.0,237.0,-7.0,114.5
2021-01-25,2021,GSW,vs,MIN,130,108,-370.0,310.0,227.0,-9.0,112.0
2021-01-25,2021,POR,vs,OKC,122,125,-200.0,175.0,226.5,-4.5,111.5
2021-01-25,2021,DET,vs,PHI,119,104,170.0,-190.0,216.0,5.0,106.0
2021-01-25,2021,IND,vs,TOR,129,114,-135.0,115.0,219.0,-2.5,108.0
2021-01-26,2021,ATL,vs,LAC,108,99,-240.0,200.0,226.5,-6.0,110.0
2021-01-26,2021,UTA,vs,NYK,108,94,-700.0,500.0,212.0,-11.0,104.0
2021-01-26,2021,HOU,vs,WAS,107,88,-160.0,140.0,234.0,-3.5,113.5
2021-01-27,2021,SAS,vs,BOS,110,106,170.0,-190.0,224.5,4.5,115.0
2021-01-27,2021,ATL,vs,BKN,128,132,195.0,-230.0,238.0,6.0,115.0
2021-01-27,2021,UTA,vs,DAL,116,104,-135.0,115.0,221.0,-2.0,107.5
2021-01-27,2021,MIA,vs,DEN,82,109,200.0,-240.0,215.0,6.5,104.5
2021-01-27,2021,CLE,vs,DET,122,107,-130.0,110.0,215.5,-2.0,104.5
2021-01-27,2021,CHA,vs,IND,106,116,125.0,-145.0,221.5,3.0,108.0
2021-01-27,2021,PHI,vs,LAL,107,106,155.0,-175.0,222.5,4.0,107.5
2021-01-27,2021,TOR,vs,MIL,108,115,210.0,-250.0,228.0,6.0,116.0
2021-01-27,2021,GSW,vs,MIN,123,111,-420.0,350.0,229.0,-9.0,112.0
2021-01-27,2021,PHX,vs,OKC,97,102,-330.0,270.0,215.0,-8.0,104.5
2021-01-27,2021,ORL,vs,SAC,107,121,-130.0,110.0,223.5,-1.0,107.5
2021-01-27,2021,NOP,vs,WAS,124,106,-360.0,300.0,227.5,-8.5,112.0
2021-01-28,2021,PHX,vs,GSW,114,93,-130.0,110.0,219.0,-2.0,108.5
