date,season,team,home/visitor,opponent,score,opponentScore,moneyLine,opponentMoneyLine,total,spread,secondHalfTotal
2019-10-22,2020,LAC,vs,LAL,112,102,150.0,-180.0,224.0,3.5,110.5
2019-10-22,2020,TOR,vs,NOP,130,122,-280.0,230.0,229.5,-6.5,113.0
2019-10-23,2020,PHI,vs,BOS,107,93,-240.0,190.0,214.5,-5.5,110.5
2019-10-23,2020,CHA,vs,CHI,126,125,145.0,-170.0,216.5,3.5,112.0
2019-10-23,2020,ORL,vs,CLE,94,85,-550.0,400.0,211.5,-9.5,108.0
2019-10-23,2020,POR,vs,DEN,100,108,100.0,-120.0,217.5,1.5,106.0
2019-10-23,2020,IND,vs,DET,110,119,-300.0,240.0,211.0,-7.0,104.0
2019-10-23,2020,MIA,vs,MEM,120,101,-300.0,240.0,213.0,-6.5,104.5
2019-10-23,2020,BKN,vs,MIN,126,127,-165.0,142.0,229.0,-3.5,112.5
2019-10-23,2020,SAS,vs,NYK,120,111,-750.0,525.0,214.5,-11.0,104.5
2019-10-23,2020,UTA,vs,OKC,100,95,-500.0,375.0,221.5,-9.0,107.0
2019-10-23,2020,PHX,vs,SAC,124,95,-105.0,-115.0,232.5,1.0,114.0
2019-10-23,2020,DAL,vs,WAS,108,100,-450.0,350.0,220.0,-9.0,105.5
2019-10-24,2020,DET,vs,ATL,100,117,-125.0,105.0,221.5,-1.5,110.0
2019-10-24,2020,GSW,vs,LAC,122,141,-110.0,-110.0,229.5,0.0,110.5
2019-10-24,2020,HOU,vs,MIL,111,117,-120.0,100.0,231.0,-1.5,117.5
2019-10-25,2020,MEM,vs,CHI,102,110,105.0,-125.0,224.0,2.0,116.0
2019-10-25,2020,NOP,vs,DAL,116,123,-130.0,110.0,227.0,-2.0,111.5
2019-10-25,2020,CHA,vs,MIN,99,121,180.0,-220.0,225.0,5.0,109.5
2019-10-25,2020,BKN,vs,NYK,113,109,-360.0,280.0,228.0,-8.0,110.0
2019-10-25,2020,DEN,vs,PHX,108,107,-1000.0,650.0,219.5,-12.0,111.5
2019-10-25,2020,SAC,vs,POR,112,122,100.0,-120.0,227.5,1.0,117.5
2019-10-25,2020,BOS,vs,TOR,112,106,-140.0,120.0,213.0,-2.5,104.5
2019-10-25,2020,LAL,vs,UTA,95,86,-160.0,140.0,215.5,-3.5,109.5
2019-10-25,2020,OKC,vs,WAS,85,97,-400.0,300.0,218.0,-8.5,106.5
2019-10-26,2020,NYK,vs,BOS,95,118,190.0,-240.0,218.5,5.5,112.0
2019-10-26,2020,CLE,vs,IND,110,99,160.0,-190.0,213.0,4.5,103.5
2019-10-26,2020,PHX,vs,LAC,130,122,400.0,-550.0,225.5,10.0,110.0
2019-10-26,2020,MIL,vs,MIA,126,131,-800.0,550.0,223.0,-11.5,107.5
2019-10-26,2020,HOU,vs,NOP,126,123,-1000.0,650.0,238.5,-12.0,116.5
2019-10-26,2020,ATL,vs,ORL,103,99,115.0,-135.0,216.5,2.5,105.5
2019-10-26,2020,DET,vs,PHI,111,117,160.0,-190.0,213.0,4.5,103.0
2019-10-26,2020,UTA,vs,SAC,113,81,-450.0,350.0,221.5,-9.0,107.5
2019-10-26,2020,CHI,vs,TOR,84,108,135.0,-155.0,219.5,3.0,105.0
2019-10-26,2020,SAS,vs,WAS,124,122,-1000.0,650.0,219.5,-11.5,107.5
2019-10-27,2020,MEM,vs,BKN,134,133,150.0,-180.0,224.0,4.0,115.5
2019-10-27,2020,LAL,vs,CHA,120,101,-1400.0,800.0,216.5,-13.0,107.0
2019-10-27,2020,OKC,vs,GSW,120,92,-120.0,100.0,224.0,-1.0,109.0
2019-10-27,2020,MIN,vs,MIA,116,109,-300.0,240.0,224.0,-7.0,109.5
2019-10-27,2020,DAL,vs,POR,119,121,-145.0,125.0,219.0,-2.5,113.0
2019-10-28,2020,LAC,vs,CHA,111,96,-3000.0,1200.0,228.0,-15.5,111.5
2019-10-28,2020,NYK,vs,CHI,105,98,115.0,-135.0,224.0,2.0,116.0
2019-10-28,2020,MIL,vs,CLE,129,112,-3000.0,1200.0,224.5,-15.5,115.0
2019-10-28,2020,SAC,vs,DEN,94,101,180.0,-220.0,218.0,5.5,106.0
2019-10-28,2020,NOP,vs,GSW,123,134,-140.0,120.0,235.5,-2.5,114.5
2019-10-28,2020,DET,vs,IND,96,94,110.0,-130.0,213.0,2.0,103.5
2019-10-28,2020,HOU,vs,OKC,116,112,-600.0,425.0,228.0,-10.0,111.5
2019-10-28,2020,TOR,vs,ORL,104,95,-210.0,175.0,209.0,-5.0,101.5
2019-10-28,2020,ATL,vs,PHI,103,105,230.0,-280.0,221.0,6.5,107.0
2019-10-28,2020,SAS,vs,POR,113,110,-250.0,200.0,223.0,-6.0,116.0
2019-10-28,2020,PHX,vs,UTA,95,96,160.0,-190.0,213.5,5.0,110.0
2019-10-29,2020,MIA,vs,ATL,112,97,-400.0,300.0,223.0,-8.5,106.5
2019-10-29,2020,DEN,vs,DAL,106,109,-230.0,185.0,212.5,-5.5,103.0
2019-10-29,2020,LAL,vs,MEM,120,91,-850.0,575.0,215.0,-11.5,109.0
2019-10-30,2020,SAC,vs,CHA,111,118,-350.0,275.0,223.5,-7.5,109.0
2019-10-30,2020,CLE,vs,CHI,117,111,110.0,-130.0,216.5,2.0,111.5
2019-10-30,2020,TOR,vs,DET,125,113,-500.0,375.0,214.0,-9.5,105.0
2019-10-30,2020,WAS,vs,HOU,158,159,275.0,-350.0,234.0,8.0,114.5
2019-10-30,2020,BKN,vs,IND,108,118,-150.0,130.0,220.5,-3.0,108.0
2019-10-30,2020,UTA,vs,LAC,110,96,-280.0,230.0,216.5,-7.0,106.0
2019-10-30,2020,BOS,vs,MIL,116,105,142.0,-165.0,224.0,3.5,115.5
2019-10-30,2020,PHI,vs,MIN,117,95,-310.0,250.0,222.5,-7.0,106.0
2019-10-30,2020,ORL,vs,NYK,95,83,-500.0,375.0,209.5,-9.5,101.5
2019-10-30,2020,GSW,vs,PHX,110,121,-230.0,185.0,230.5,-5.5,117.5
2019-10-30,2020,OKC,vs,POR,99,102,100.0,-120.0,221.5,1.5,115.5
2019-10-31,2020,NOP,vs,DEN,122,107,150.0,-180.0,223.5,4.0,109.5
2019-10-31,2020,ATL,vs,MIA,97,106,220.0,-270.0,215.5,6.5,104.5
2019-10-31,2020,LAC,vs,SAS,103,97,-200.0,170.0,229.0,-5.0,117.5
2019-11-01,2020,IND,vs,CLE,102,95,-330.0,260.0,215.0,-7.5,110.5
2019-11-01,2020,CHI,vs,DET,112,106,-165.0,142.0,216.0,-3.5,105.0
2019-11-01,2020,BKN,vs,HOU,123,116,160.0,-190.0,244.0,4.5,119.5
2019-11-01,2020,DAL,vs,LAL,110,119,105.0,-125.0,217.0,1.5,106.5
2019-11-01,2020,ORL,vs,MIL,91,123,160.0,-190.0,215.0,4.5,109.5
2019-11-01,2020,BOS,vs,NYK,104,102,-700.0,500.0,212.0,-10.5,104.5
2019-11-01,2020,GSW,vs,SAS,110,127,240.0,-300.0,223.0,7.0,113.5
2019-11-01,2020,SAC,vs,UTA,102,101,175.0,-210.0,214.0,5.0,110.0
2019-11-02,2020,DET,vs,BKN,113,109,150.0,-180.0,222.5,4.0,113.5
2019-11-02,2020,GSW,vs,CHA,87,93,205.0,-255.0,221.0,6.0,108.5
2019-11-02,2020,ORL,vs,DEN,87,91,150.0,-180.0,199.5,4.0,97.0
2019-11-02,2020,WAS,vs,MIN,109,131,-150.0,130.0,229.5,-3.0,111.5
2019-11-02,2020,OKC,vs,NOP,115,104,-130.0,110.0,228.0,-2.0,112.0
2019-11-02,2020,POR,vs,PHI,128,129,-115.0,-105.0,223.5,-1.0,109.5
2019-11-02,2020,MEM,vs,PHX,105,114,130.0,-150.0,221.5,3.0,113.5
2019-11-02,2020,MIL,vs,TOR,115,105,-260.0,210.0,226.5,-6.0,110.5
2019-11-03,2020,IND,vs,CHI,108,95,-130.0,110.0,217.0,-2.0,112.5
2019-11-03,2020,CLE,vs,DAL,111,131,180.0,-220.0,218.5,5.5,105.5
2019-11-03,2020,MIA,vs,HOU,129,100,135.0,-155.0,233.5,3.0,114.5
2019-11-03,2020,SAS,vs,LAL,96,103,100.0,-120.0,217.5,1.0,105.5
2019-11-03,2020,NYK,vs,SAC,92,113,-105.0,-115.0,213.5,1.0,103.5
2019-11-03,2020,LAC,vs,UTA,105,94,-200.0,170.0,214.0,-4.5,109.5
2019-11-04,2020,WAS,vs,DET,115,99,-180.0,150.0,225.5,-4.0,110.0
2019-11-04,2020,MEM,vs,HOU,100,107,190.0,-240.0,230.0,5.5,112.0
2019-11-04,2020,MIN,vs,MIL,106,134,260.0,-330.0,229.5,7.5,118.5
2019-11-04,2020,BKN,vs,NOP,135,125,-170.0,145.0,238.5,-3.5,116.0
2019-11-04,2020,PHX,vs,PHI,114,109,-110.0,-110.0,224.0,0.0,108.0
2019-11-04,2020,GSW,vs,POR,127,118,600.0,-900.0,220.0,12.0,110.0
2019-11-05,2020,CLE,vs,BOS,113,119,210.0,-260.0,215.5,6.0,111.5
2019-11-05,2020,CHA,vs,IND,122,120,115.0,-135.0,212.5,2.5,104.0
2019-11-05,2020,CHI,vs,LAL,112,118,250.0,-310.0,215.5,7.0,105.5
2019-11-05,2020,DEN,vs,MIA,109,89,-220.0,180.0,211.0,-5.0,102.5
2019-11-05,2020,OKC,vs,ORL,102,94,-145.0,125.0,201.0,-2.5,98.0
2019-11-05,2020,ATL,vs,SAS,108,100,190.0,-240.0,222.5,5.5,114.5
2019-11-06,2020,ATL,vs,CHI,93,113,-110.0,-110.0,221.5,0.0,114.0
2019-11-06,2020,HOU,vs,GSW,129,112,-2500.0,1100.0,229.0,-16.0,110.5
2019-11-06,2020,LAC,vs,MIL,124,129,220.0,-270.0,228.5,6.5,118.0
2019-11-06,2020,MEM,vs,MIN,137,121,145.0,-170.0,224.5,3.5,108.5
2019-11-06,2020,DET,vs,NYK,122,102,-165.0,142.0,206.0,-3.5,102.0
2019-11-06,2020,DAL,vs,ORL,107,106,-310.0,250.0,207.5,-7.0,101.5
2019-11-06,2020,UTA,vs,PHI,106,104,-150.0,130.0,209.0,-3.0,106.0
2019-11-06,2020,TOR,vs,SAC,124,120,-350.0,275.0,219.0,-8.0,107.5
2019-11-06,2020,IND,vs,WAS,121,106,-150.0,130.0,227.0,-3.0,110.5
2019-11-07,2020,CHA,vs,BOS,87,108,250.0,-310.0,214.5,7.0,110.5
2019-11-07,2020,PHX,vs,MIA,108,124,-130.0,110.0,220.0,-2.0,107.5
2019-11-07,2020,SAS,vs,OKC,121,112,-200.0,170.0,211.5,-5.0,103.5
2019-11-07,2020,LAC,vs,POR,107,101,-240.0,190.0,231.0,-5.5,118.0
2019-11-08,2020,POR,vs,BKN,115,119,-170.0,145.0,239.5,-3.5,124.5
2019-11-08,2020,WAS,vs,CLE,100,113,-190.0,160.0,233.0,-4.5,119.5
2019-11-08,2020,IND,vs,DET,112,106,-260.0,210.0,210.0,-6.0,101.0
2019-11-08,2020,MIN,vs,GSW,125,119,-750.0,525.0,228.5,-11.5,111.5
2019-11-08,2020,ORL,vs,MEM,118,86,-330.0,260.0,208.5,-7.5,107.5
2019-11-08,2020,LAL,vs,MIA,95,80,-425.0,325.0,218.0,-8.5,107.5
2019-11-08,2020,UTA,vs,MIL,103,100,115.0,-135.0,217.5,2.0,112.0
2019-11-08,2020,DAL,vs,NYK,102,106,-700.0,500.0,215.5,-11.0,105.0
2019-11-08,2020,DEN,vs,PHI,100,97,-220.0,180.0,211.5,-5.0,109.0
2019-11-08,2020,ATL,vs,SAC,109,121,130.0,-150.0,225.5,3.0,109.0
2019-11-08,2020,NOP,vs,TOR,104,122,115.0,-135.0,232.5,2.5,110.5
2019-11-09,2020,SAS,vs,BOS,115,135,-125.0,105.0,218.5,-1.5,113.5
2019-11-09,2020,MEM,vs,DAL,122,138,190.0,-240.0,222.0,5.5,108.0
2019-11-09,2020,OKC,vs,GSW,114,108,-900.0,600.0,216.0,-12.5,104.0
2019-11-09,2020,CHI,vs,HOU,94,117,225.0,-275.0,234.0,6.5,113.5
2019-11-09,2020,CHA,vs,NOP,110,115,105.0,-125.0,232.0,1.5,115.0
2019-11-10,2020,POR,vs,ATL,124,113,-425.0,325.0,226.0,-9.0,110.5
2019-11-10,2020,PHX,vs,BKN,138,112,-150.0,130.0,231.5,-3.0,118.5
2019-11-10,2020,PHI,vs,CHA,114,106,-1200.0,750.0,213.5,-14.0,105.5
2019-11-10,2020,NYK,vs,CLE,87,108,-130.0,110.0,213.0,-2.0,109.5
2019-11-10,2020,MIN,vs,DEN,98,100,150.0,-180.0,219.0,4.0,106.5
2019-11-10,2020,ORL,vs,IND,102,109,-200.0,170.0,202.5,-4.5,99.0
2019-11-10,2020,OKC,vs,MIL,119,121,325.0,-425.0,219.5,9.0,113.5
2019-11-10,2020,LAL,vs,TOR,104,113,-650.0,450.0,210.5,-10.5,103.0
2019-11-11,2020,BOS,vs,DAL,116,106,-145.0,125.0,220.0,-3.0,107.5
2019-11-11,2020,NOP,vs,HOU,116,122,275.0,-350.0,242.5,7.5,118.0
2019-11-11,2020,SAS,vs,MEM,109,113,-650.0,450.0,224.0,-10.5,111.0
2019-11-11,2020,DET,vs,MIN,114,120,-185.0,155.0,223.5,-4.0,109.0
2019-11-11,2020,LAC,vs,TOR,98,88,-500.0,375.0,221.5,-10.0,107.0
2019-11-11,2020,GSW,vs,UTA,108,122,300.0,-400.0,211.5,8.0,108.5
2019-11-12,2020,DEN,vs,ATL,121,125,-650.0,450.0,209.5,-10.5,104.5
2019-11-12,2020,UTA,vs,BKN,119,114,-300.0,240.0,220.0,-7.0,114.0
2019-11-12,2020,PHI,vs,CLE,98,97,-750.0,525.0,220.5,-11.0,112.5
2019-11-12,2020,MIA,vs,DET,117,108,-400.0,300.0,215.0,-8.5,103.0
2019-11-12,2020,PHX,vs,LAL,115,123,142.0,-165.0,221.0,3.5,107.0
2019-11-12,2020,CHI,vs,NYK,120,102,-275.0,225.0,212.0,-6.5,104.0
2019-11-12,2020,IND,vs,OKC,111,85,-120.0,100.0,212.5,-1.5,104.0
2019-11-12,2020,SAC,vs,POR,107,99,105.0,-125.0,222.5,1.5,116.0
2019-11-13,2020,LAL,vs,GSW,120,94,-450.0,350.0,219.0,-9.0,107.5
2019-11-13,2020,HOU,vs,LAC,102,93,-135.0,115.0,233.5,-2.0,112.5
2019-11-13,2020,CHA,vs,MEM,117,119,-140.0,120.0,221.0,-2.5,114.0
2019-11-13,2020,ORL,vs,PHI,112,97,-130.0,110.0,207.5,-2.0,107.0
2019-11-13,2020,MIN,vs,SAS,129,114,-120.0,100.0,228.5,-1.5,118.0
2019-11-13,2020,POR,vs,TOR,106,114,-160.0,140.0,218.5,-3.5,107.0
2019-11-13,2020,BOS,vs,WAS,140,133,-310.0,250.0,230.0,-7.0,113.5
2019-11-14,2020,PHX,vs,ATL,128,112,-340.0,270.0,229.5,-8.0,112.0
2019-11-14,2020,DEN,vs,BKN,101,93,-350.0,275.0,222.5,-7.5,115.0
2019-11-14,2020,MIL,vs,CHI,124,115,-800.0,550.0,228.5,-11.5,118.5
2019-11-14,2020,NYK,vs,DAL,106,103,270.0,-340.0,214.5,8.0,105.0
2019-11-14,2020,NOP,vs,LAC,132,127,160.0,-190.0,233.0,4.0,114.0
2019-11-14,2020,CLE,vs,MIA,97,108,170.0,-200.0,215.0,4.5,104.0
2019-11-15,2020,GSW,vs,BOS,100,105,250.0,-310.0,223.0,7.0,114.0
2019-11-15,2020,CHA,vs,DET,109,106,150.0,-180.0,220.5,4.0,107.0
2019-11-15,2020,HOU,vs,IND,111,102,-260.0,210.0,226.5,-6.0,108.5
2019-11-15,2020,OKC,vs,PHI,127,119,140.0,-160.0,214.5,3.5,110.0
2019-11-15,2020,LAL,vs,SAC,99,97,-600.0,425.0,214.0,-10.5,104.0
2019-11-15,2020,ORL,vs,SAS,111,109,-145.0,125.0,211.0,-2.5,109.0
2019-11-15,2020,MEM,vs,UTA,107,106,275.0,-350.0,215.0,8.0,110.5
2019-11-15,2020,MIN,vs,WAS,116,137,-250.0,200.0,239.5,-6.0,116.5
2019-11-16,2020,LAC,vs,ATL,150,101,-500.0,375.0,224.0,-9.0,109.0
2019-11-16,2020,CHI,vs,BKN,111,117,-180.0,150.0,225.0,-4.0,115.5
2019-11-16,2020,NYK,vs,CHA,102,103,-180.0,150.0,213.0,-4.0,102.5
2019-11-16,2020,MIN,vs,HOU,105,125,-135.0,115.0,231.5,-2.0,112.5
2019-11-16,2020,IND,vs,MIL,83,102,260.0,-330.0,220.0,7.5,112.0
2019-11-16,2020,MIA,vs,NOP,109,94,-330.0,260.0,226.5,-8.0,109.5
2019-11-16,2020,SAS,vs,POR,116,121,-130.0,110.0,226.0,-1.5,116.5
2019-11-16,2020,DAL,vs,TOR,110,102,-185.0,155.0,218.0,-4.5,107.5
2019-11-17,2020,LAL,vs,ATL,122,101,-1600.0,900.0,220.5,-14.5,106.5
2019-11-17,2020,SAC,vs,BOS,100,99,125.0,-145.0,215.0,2.5,110.5
2019-11-17,2020,MEM,vs,DEN,114,131,225.0,-275.0,215.0,6.5,104.0
2019-11-17,2020,NOP,vs,GSW,108,100,-160.0,140.0,226.5,-3.5,110.0
2019-11-17,2020,CLE,vs,PHI,95,114,250.0,-310.0,216.0,7.5,110.5
2019-11-17,2020,ORL,vs,WAS,125,121,-240.0,190.0,226.0,-5.5,111.5
2019-11-18,2020,PHX,vs,BOS,85,99,-135.0,115.0,226.0,-2.5,114.5
2019-11-18,2020,TOR,vs,CHA,132,96,-400.0,300.0,214.5,-8.5,103.5
2019-11-18,2020,NYK,vs,CLE,123,105,-240.0,190.0,210.0,-5.5,108.5
2019-11-18,2020,BKN,vs,IND,86,115,-140.0,120.0,214.0,-2.5,102.5
2019-11-18,2020,CHI,vs,MIL,101,115,300.0,-400.0,231.0,8.5,118.5
2019-11-18,2020,UTA,vs,MIN,102,112,-500.0,375.0,219.5,-9.5,107.5
2019-11-18,2020,LAC,vs,OKC,90,88,-400.0,300.0,221.5,-7.5,109.0
2019-11-18,2020,HOU,vs,POR,132,108,-310.0,250.0,231.0,-7.0,119.0
2019-11-18,2020,DAL,vs,SAS,117,110,-200.0,170.0,224.0,-5.0,114.0
2019-11-19,2020,MEM,vs,GSW,95,114,-260.0,210.0,221.5,-6.0,108.0
2019-11-19,2020,LAL,vs,OKC,112,107,-700.0,500.0,209.5,-11.0,103.0
2019-11-19,2020,SAC,vs,PHX,120,116,-155.0,135.0,219.0,-3.0,111.5
2019-11-19,2020,NOP,vs,POR,115,104,-160.0,140.0,231.5,-3.5,119.0
2019-11-20,2020,LAC,vs,BOS,107,104,-300.0,240.0,217.0,-7.0,110.5
2019-11-20,2020,BKN,vs,CHA,101,91,-190.0,160.0,219.0,-4.5,106.0
2019-11-20,2020,MIA,vs,CLE,124,100,-500.0,375.0,213.5,-9.5,110.0
2019-11-20,2020,CHI,vs,DET,109,89,-105.0,-115.0,222.5,1.0,108.0
2019-11-20,2020,DAL,vs,GSW,142,94,-1600.0,900.0,216.0,-15.0,103.0
2019-11-20,2020,DEN,vs,HOU,105,95,-125.0,105.0,221.5,-1.5,107.5
2019-11-20,2020,ATL,vs,MIL,127,135,500.0,-700.0,232.0,11.0,119.5
2019-11-20,2020,PHI,vs,NYK,109,104,-900.0,600.0,210.5,-12.5,101.5
2019-11-20,2020,TOR,vs,ORL,113,97,-150.0,130.0,207.0,-3.0,100.5
2019-11-20,2020,WAS,vs,SAS,138,132,110.0,-130.0,237.5,2.0,121.5
2019-11-20,2020,MIN,vs,UTA,95,103,130.0,-150.0,222.0,3.0,114.5
2019-11-21,2020,PHX,vs,NOP,121,124,-155.0,135.0,234.0,-3.0,115.0
2019-11-21,2020,MIL,vs,POR,137,129,-1200.0,750.0,228.5,-14.0,117.0
2019-11-22,2020,DET,vs,ATL,128,103,-265.0,215.0,226.5,-6.0,110.0
2019-11-22,2020,DEN,vs,BOS,96,92,-210.0,175.0,206.5,-5.0,104.5
2019-11-22,2020,WAS,vs,CHA,125,118,-250.0,200.0,234.5,-6.0,113.5
2019-11-22,2020,DAL,vs,CLE,143,101,-650.0,450.0,221.5,-10.0,113.0
2019-11-22,2020,UTA,vs,GSW,113,109,-3500.0,1300.0,208.5,-16.0,102.5
2019-11-22,2020,LAC,vs,HOU,122,119,-210.0,175.0,226.5,-5.5,111.0
2019-11-22,2020,OKC,vs,LAL,127,130,170.0,-200.0,209.5,4.5,104.5
2019-11-22,2020,CHI,vs,MIA,108,116,160.0,-190.0,217.0,4.5,104.5
2019-11-22,2020,BKN,vs,SAC,116,97,-135.0,115.0,214.0,-2.0,105.5
2019-11-22,2020,PHI,vs,SAS,115,104,-300.0,240.0,221.0,-7.0,113.5
2019-11-23,2020,CHA,vs,CHI,115,116,110.0,-130.0,219.5,2.0,107.5
2019-11-23,2020,MIL,vs,DET,104,90,-1200.0,750.0,225.5,-13.0,109.0
2019-11-23,2020,MEM,vs,LAL,108,109,280.0,-360.0,225.5,8.0,110.5
2019-11-23,2020,PHI,vs,MIA,113,86,-250.0,200.0,211.5,-5.5,100.5
2019-11-23,2020,UTA,vs,NOP,128,120,-240.0,190.0,226.0,-5.5,110.0
2019-11-23,2020,IND,vs,ORL,111,106,-275.0,225.0,201.5,-6.5,97.5
2019-11-23,2020,MIN,vs,PHX,98,100,-200.0,170.0,234.5,-4.5,119.5
2019-11-23,2020,CLE,vs,POR,110,104,225.0,-275.0,226.0,6.5,116.5
2019-11-23,2020,NYK,vs,SAS,104,111,135.0,-155.0,217.0,3.0,110.5
2019-11-23,2020,ATL,vs,TOR,116,119,260.0,-330.0,223.5,7.5,109.5
2019-11-24,2020,NYK,vs,BKN,101,103,115.0,-135.0,215.0,2.5,111.0
2019-11-24,2020,HOU,vs,DAL,123,137,-240.0,190.0,230.0,-5.5,112.5
2019-11-24,2020,LAC,vs,NOP,134,109,-1200.0,750.0,233.0,-13.0,112.5
2019-11-24,2020,DEN,vs,PHX,116,104,-700.0,500.0,214.0,-11.0,110.5
2019-11-24,2020,WAS,vs,SAC,106,113,-135.0,115.0,233.0,-2.5,114.0
2019-11-25,2020,CLE,vs,BKN,106,108,-120.0,100.0,218.5,-1.0,113.5
2019-11-25,2020,MIA,vs,CHA,117,100,-700.0,500.0,212.5,-10.5,104.0
2019-11-25,2020,SAS,vs,LAL,104,114,170.0,-200.0,222.5,4.5,108.0
2019-11-25,2020,IND,vs,MEM,126,114,-500.0,375.0,217.0,-9.5,110.5
2019-11-25,2020,ATL,vs,MIN,113,125,160.0,-190.0,236.5,4.5,114.5
2019-11-25,2020,GSW,vs,OKC,97,100,260.0,-330.0,213.0,7.5,103.5
2019-11-25,2020,DET,vs,ORL,103,88,-190.0,160.0,207.5,-4.5,102.0
2019-11-25,2020,TOR,vs,PHI,101,96,105.0,-125.0,212.0,1.5,109.0
2019-11-25,2020,CHI,vs,POR,94,117,100.0,-120.0,225.5,1.0,111.0
2019-11-25,2020,BOS,vs,SAC,103,102,-290.0,235.0,205.5,-6.0,101.0
2019-11-25,2020,MIL,vs,UTA,122,118,-425.0,325.0,226.5,-8.5,116.5
2019-11-26,2020,DAL,vs,LAC,99,114,105.0,-125.0,226.5,1.5,110.0
2019-11-26,2020,DEN,vs,WAS,117,104,-650.0,450.0,227.5,-10.5,109.5
2019-11-27,2020,MIL,vs,ATL,111,102,-1600.0,900.0,239.5,-14.5,117.0
2019-11-27,2020,BOS,vs,BKN,121,110,-400.0,300.0,214.0,-8.5,111.0
2019-11-27,2020,GSW,vs,CHI,104,90,110.0,-130.0,215.0,2.0,106.5
2019-11-27,2020,CHA,vs,DET,102,101,150.0,-180.0,215.5,3.5,104.5
2019-11-27,2020,MEM,vs,LAC,119,121,225.0,-275.0,226.5,6.5,110.5
2019-11-27,2020,NOP,vs,LAL,110,114,260.0,-330.0,231.5,6.5,112.5
2019-11-27,2020,HOU,vs,MIA,117,108,-310.0,250.0,227.0,-7.0,110.5
2019-11-27,2020,SAS,vs,MIN,101,113,-150.0,130.0,230.0,-3.0,111.5
2019-11-27,2020,TOR,vs,NYK,126,98,-600.0,425.0,211.0,-9.5,102.5
2019-11-27,2020,POR,vs,OKC,136,119,-145.0,125.0,219.5,-2.5,106.0
2019-11-27,2020,CLE,vs,ORL,104,116,-110.0,-110.0,209.5,0.0,103.0
2019-11-27,2020,PHI,vs,SAC,97,91,-500.0,375.0,211.0,-9.0,103.5
2019-11-27,2020,IND,vs,UTA,121,102,-110.0,-110.0,207.5,0.0,107.5
2019-11-27,2020,PHX,vs,WAS,132,140,-290.0,235.0,240.5,-6.5,118.5
2019-11-29,2020,IND,vs,ATL,105,104,-700.0,500.0,224.5,-11.0,109.0
2019-11-29,2020,BKN,vs,BOS,112,107,150.0,-180.0,213.5,4.0,110.0
2019-11-29,2020,DET,vs,CHA,107,110,-330.0,260.0,213.0,-8.0,104.5
2019-11-29,2020,POR,vs,CHI,107,103,-300.0,240.0,227.0,-7.0,110.5
2019-11-29,2020,PHX,vs,DAL,113,120,115.0,-135.0,230.5,2.0,111.5
2019-11-29,2020,MIA,vs,GSW,122,105,-750.0,525.0,209.0,-11.5,101.5
2019-11-29,2020,SAS,vs,LAC,107,97,180.0,-220.0,224.5,5.0,110.0
2019-11-29,2020,CLE,vs,MIL,110,119,500.0,-700.0,229.5,11.0,117.0
2019-11-29,2020,OKC,vs,NOP,109,104,-195.0,165.0,229.0,-4.5,111.5
2019-11-29,2020,NYK,vs,PHI,95,101,230.0,-280.0,209.0,6.5,106.0
2019-11-29,2020,ORL,vs,TOR,83,90,130.0,-150.0,209.0,3.0,101.0
2019-11-29,2020,MEM,vs,UTA,94,103,260.0,-330.0,223.0,7.5,114.5
2019-11-29,2020,LAL,vs,WAS,125,103,-750.0,525.0,235.5,-11.5,113.0
2019-11-30,2020,HOU,vs,ATL,158,111,-1500.0,850.0,238.0,-14.0,115.0
2019-11-30,2020,MIL,vs,CHA,137,96,-1500.0,850.0,225.0,-14.0,108.5
2019-11-30,2020,SAC,vs,DEN,100,97,155.0,-185.0,205.5,4.0,100.0
2019-11-30,2020,PHI,vs,IND,119,116,-260.0,210.0,207.5,-6.0,102.5
2019-12-01,2020,NYK,vs,BOS,104,113,300.0,-400.0,208.5,7.5,108.5
2019-12-01,2020,LAL,vs,DAL,100,114,-275.0,225.0,222.5,-6.5,109.0
2019-12-01,2020,ORL,vs,GSW,100,96,-350.0,275.0,204.5,-7.5,99.5
2019-12-01,2020,MIN,vs,MEM,107,115,-1000.0,650.0,231.0,-12.0,116.5
2019-12-01,2020,BKN,vs,MIA,106,109,155.0,-185.0,215.0,4.0,106.5
2019-12-01,2020,NOP,vs,OKC,104,107,-140.0,120.0,226.5,-2.5,111.0
2019-12-01,2020,DET,vs,SAS,132,98,-140.0,120.0,217.5,-2.5,112.0
2019-12-01,2020,TOR,vs,UTA,130,110,-130.0,110.0,208.0,-2.0,106.5
2019-12-01,2020,LAC,vs,WAS,150,125,-1000.0,650.0,240.0,-12.0,117.0
2019-12-02,2020,SAC,vs,CHI,106,113,-220.0,180.0,212.0,-5.0,104.5
2019-12-02,2020,ATL,vs,GSW,104,79,-260.0,210.0,222.5,-6.5,106.5
2019-12-02,2020,MEM,vs,IND,104,117,350.0,-450.0,216.5,9.0,105.5
2019-12-02,2020,MIL,vs,NYK,132,88,-3000.0,1200.0,222.5,-17.0,107.5
2019-12-02,2020,CHA,vs,PHX,104,109,145.0,-170.0,221.5,4.0,113.5
2019-12-02,2020,PHI,vs,UTA,103,94,-220.0,180.0,208.5,-5.0,107.5
2019-12-03,2020,NOP,vs,DAL,97,118,170.0,-200.0,233.0,4.5,113.5
